lon,lat,Bed Elevation,Mean Curvature,Sedthk,CurieDepth,Rocktype,LAB,Magnet Anolay,distance_to_volcano,distance_to_hotspot,moho,Bouguer Gravity,MiddleCrustThickness,UpperCrustThickness,Vp (km/s),Vs (km/s),TectReign,heat flow
13.5,45,168.92236,-0.033903,1.328899742,38.466629,6,69.15042707,-77.49803994,257.4463846,760.4600739,31.55522982,117.58198,-23.227355,-13.53259779,8.08257,4.46295,3,42
-76,45,94.20521,0.121653333,0.656903389,13.92232844,6,149.7501058,-125.243879,2535.754966,2176.647019,37.68973392,103.2997785,-19.0425942,-13.13193412,8.26102,4.63705,1,42
24.5,45,791.7993,-0.023902833,1.672032823,34.40688633,3,110.1805788,-61.30505256,127.2790101,1436.239291,31.56262372,15.75330044,-24.7014826,-12.94787885,7.9783,4.35424,3,42.33333333
14,45,279.28445,-0.033219,1.329901849,38.47354944,6,69.44669517,-51.39173307,275.3008214,785.2627765,31.79114975,86.22442763,-23.36998138,-13.58424636,8.07157,4.45194,3,43
87.5,45,579.6071,-0.020733117,1.605559494,29.720782,1,85.23398836,-12.030925,962.6101276,5378.180195,45.73149082,-66.94989221,-36.70625104,-21.91771944,8.22439,4.60465,2,43.5
85,45,293.2555,-0.029306889,1.649086672,34.347772,1,50.3744,120.4736445,1074.191689,5181.797607,44.34271867,-55.33452853,-37.41829639,-21.50166038,8.29075,4.67076,1,43.62
73.5,45,394.17923,0.0204205,0.494934268,15.68715189,5,98.53619853,-15.97178825,1284.946655,4279.34471,41.18653737,9.411556071,-29.56937238,-14.09960438,8.2344,4.61037,1,44
27,45,55.566566,-0.023723,2.297999097,28.95513756,3,69.83827,3.183443209,152.9342272,1608.016681,33.17757418,48.72845278,-26.05352585,-13.77772639,8.08482,4.46007,3,46
-109.5,45,1674.4103,-0.0600335,1.881944379,16.56599289,1,91.26645844,-49.76222634,112.0879886,115.957882,48.23665063,-41.90039881,-35.84976363,-18.81967085,8.06947,4.4447,3,47
74.5,45,354.68716,0.019127667,0.33914223,20.20247956,1,96.31826722,111.3976249,1276.598121,4357.453163,41.61178124,15.30469614,-28.88635075,-13.89026149,8.21978,4.59598,1,48
-64,45,66.75375,0.155816667,2.622147113,29.48505344,5,125.6720632,143.5701531,2746.275501,1704.259187,37.32233313,131.6600959,-19.0425942,-15.24370851,8.1135,4.49331,2,48
-97,45,443.14297,0.00482063,0.456599358,18.23493656,1,180.69683,14.54950766,971.2828736,1083.569341,46.17800587,80.26724531,-27.49212002,-11.80154905,8.30802,4.68568,1,48
37.5,45,16.975363,-0.015673917,4.692024706,33.79014378,5,115.0291075,-94.35267836,596.9709274,1863.486809,36.8050167,56.64470796,-28.94249657,-18.61813725,8.19244,4.56905,1,48.21973333
38,45,6.3505425,-0.028332222,4.574750998,33.79517067,5,113.5691418,-175.8751246,562.1601592,1883.379836,37.12019608,46.48319923,-29.67788809,-18.89327259,8.18941,4.56592,1,48.2637
-118.5,45,1316.6982,0.130085,-0.01242436,11.49736433,2,73.43539896,122.1238554,194.9508956,619.845931,34.73998821,16.04158367,-26.4908285,-13.51162612,7.95802,4.33208,3,48.28571429
26.5,45,255.77478,-0.025726333,2.133598453,31.64614867,3,111.4430901,-7.154136213,134.6004175,1573.435178,33.02897636,18.4503671,-25.93939776,-13.66239194,8.06753,4.44281,3,48.5
35,45,45.282955,0.040850667,4.785127011,26.78421567,5,141.32893,37.62403241,719.3383767,1776.817725,35.5974721,96.55549662,-26.65058174,-16.89975659,8.20857,4.58504,1,48.5618
37,45,7.917264,-0.000383121,4.770989821,32.89072333,5,131.07565,-25.93050728,632.4109407,1844.4121,36.51972144,58.88753321,-28.18653262,-18.18940005,8.1936,4.57023,1,48.66185333
-105.5,45,1047.5684,-0.183855,2.929853607,24.10065633,3,126.4336421,222.908956,413.3306598,416.2981944,46.49460504,25.83849526,-35.84341397,-19.88831942,8.177,4.5546,2,49.375
86.5,45,382.59647,-0.028189667,1.757633173,32.54320744,1,88.42105824,97.67186332,1015.15207,5299.657507,45.1709453,-73.3012758,-37.12339215,-22.69429207,8.26143,4.64155,1,49.8
-68.5,45,126.720276,0.16478,0.927714182,25.16751322,9,126.10539,-99.48765541,2916.900622,1826.181913,38.2706258,119.3737138,-19.0425942,-13.61628615,8.09676,4.47528,2,50
-75.5,45,74.94412,0.147475,0.644614577,13.34286111,6,147.6417041,-48.62086957,2574.211674,2148.893619,37.33974857,105.4466869,-19.0425942,-13.14432743,8.25317,4.62894,1,50
45.5,45,0.39598477,-0.013813333,5.343638514,32.67423322,1,116.5295177,-209.1747222,300.8025025,2262.864884,28.74519136,79.02991581,-34.09778388,-19.96471156,8.19124,4.56731,1,50.19701333
26,45,506.8771,-0.027077111,1.989627886,34.12645856,3,111.0812747,-8.862837391,120.7384873,1538.957637,32.77411202,13.5837437,-25.79218806,-13.61042572,8.04873,4.42405,3,50.34598978
9,45,90.565735,-0.048871667,1.401484598,18.47083933,1,50.67044,25.44315401,314.3765706,599.203255,27.8004931,0.392406385,-21.09188659,-12.04696682,8.0804,4.45989,3,50.5
25.5,45,793.3998,-0.027515333,1.865300097,34.29644622,5,110.6840847,-4.401415409,109.9123347,1504.592728,32.42904364,21.46168307,-25.55724717,-13.51624349,8.02515,4.4006,3,51
-76.5,45,134.79735,0.0887385,0.666403191,13.79809478,5,151.7654956,-65.12139459,2497.375698,2204.906605,38.25998546,96.58394067,-19.0425942,-13.0986243,8.26372,4.6401,1,51.05
24,45,689.8649,-0.019487556,1.603513658,34.337555,5,110.0832298,-62.00628677,135.3593792,1402.272161,31.09416149,15.52889653,-24.28930967,-12.68254403,7.95665,4.33287,3,51.33333333
39,45,38.406414,-0.045684,4.24795551,31.35156711,5,82.85623,-90.9784472,494.9611367,1925.516076,37.78139699,65.70827357,-31.08916712,-19.08935805,8.17837,4.55461,1,51.49882
-119,45,1221.8822,0.127696667,-0.001394747,11.71075044,2,55.94833,37.81932073,182.3212047,659.0999823,35.25366585,19.53452854,-26.83517199,-13.7743915,7.96503,4.33926,3,51.85714286
-105,45,1092.361,-0.172976667,2.659636084,23.22864656,3,141.71219,191.3289857,452.3900986,455.3275324,46.12971757,33.85179279,-34.58462264,-18.58552929,8.17549,4.55329,2,52.42857143
130.5,45,358.5517,0.13648,0.503095661,27.03780389,3,59.40961791,-49.80570181,289.0574851,5623.387547,32.96108974,109.1096232,-20.97580006,-10.54248226,7.99572,4.36749,3,52.45
87,45,476.52103,-0.025168667,1.701403921,29.66028256,1,52.22296,-1.521545422,988.5421991,5338.924789,45.46174676,-70.55423711,-36.94357684,-22.41597016,8.24571,4.6259,1,52.9
23.5,45,1018.7037,-0.014332333,1.552693251,34.30235156,8,109.9696988,-60.05528096,114.1558435,1368.460653,30.62012943,29.89378286,-23.85666846,-12.39555315,7.93723,4.31374,3,53
-77,45,232.28032,0.051768,0.675476649,14.31470433,10,168.05048,42.12230273,2459.078863,2233.652347,39.06014683,104.1671223,-19.0425942,-13.04994203,8.26619,4.64294,1,53
23,45,753.9562,-0.009781656,1.520110782,34.79632133,8,79.83761,-82.16022321,103.8339694,1334.818084,30.16854509,49.90678547,-23.31010749,-11.99446961,7.92059,4.2974,3,53.12504
28.5,45,41.97752,-0.017057833,2.872973086,29.01969144,5,114.7141809,45.62822415,239.5387082,1668.500078,33.02696363,102.433946,-26.15580626,-14.27329489,8.12291,4.49824,2,54
-108,45,1351.3219,-0.13797,2.776087565,19.07321022,3,100.9824605,-104.5833939,220.2777174,223.5740131,49.96526103,-9.493220584,-40.51834783,-22.15205222,8.13606,4.51222,2,54
-120.5,45,733.898,0.118835,-0.005152749,14.85199478,2,67.39682137,60.77289086,91.29203796,750.5593368,35.68211524,55.23034781,-26.19925761,-13.52529708,7.99725,4.37191,3,54
44.5,45,72.52126,-0.023545,4.625709709,31.24723989,5,111.0678632,9.292707036,284.2577806,2204.906605,28.57301545,65.92027149,-34.57901397,-20.23846488,8.1631,4.53931,1,54.033852
40,45,95.58903,-0.051662,3.865816962,24.23390333,5,107.8313656,24.66658528,432.2515531,1970.612845,38.4105886,76.56001519,-32.29540058,-19.06634214,8.16954,4.54552,1,54.25928
-104.5,45,1040.8323,-0.161005,2.398562839,23.55575367,3,137.8343205,161.3095622,491.5135002,494.4267555,45.99032493,26.08707999,-33.27070184,-17.28831089,8.17285,4.55084,2,54.375
34,45,131.55681,0.026521111,4.655086026,28.05029178,6,118.8769127,-97.52226672,644.1837612,1748.598985,34.86584092,129.6164291,-26.41005986,-16.43872459,8.21493,4.59125,1,54.45952727
-117,45,1503.9489,0.12662,-0.036475358,16.17374778,2,54.67079,102.7937763,196.9403511,502.2534297,34.22170838,0.292951154,-27.31773441,-13.90478274,7.96585,4.33947,3,54.6
141.5,45,32.138954,0.030117167,1.392977101,24.241381,1,112.7198649,66.76068928,180.2510525,5044.079693,26.08433055,133.408448,-17.6499257,-9.510529477,8.14331,4.51642,3,54.637
-67.5,45,80.01669,0.160985,1.177653155,22.58798822,3,124.9112258,23.7223678,2924.733716,1792.359123,38.59105085,115.8925374,-19.0425942,-14.02915959,8.08363,4.46261,2,54.66666667
88.5,45,768.48004,-0.009058833,1.314723651,26.95003233,3,82.48462437,-134.39814,913.0135768,5456.650227,46.22344139,-40.39619047,-36.28342284,-20.41166304,8.18091,4.56131,2,55
-112,45,2021.5624,-0.039852667,0.306999942,11.67513644,1,80.61006238,35.668374,122.7232958,122.5064922,41.33267246,-62.22804353,-32.86373226,-16.4877561,7.93703,4.31123,3,55.48571429
45,45,14.859089,-0.018319,4.9812227,31.91703722,5,71.53245,-123.319257,289.8776952,2233.652347,27.26541786,72.07710136,-34.4645483,-20.18981133,8.17418,4.55033,1,55.92918667
46,45,-12.997585,-0.011052722,5.704383785,32.25263422,1,119.5687722,-147.1023938,316.4829424,2292.525526,27.2972726,85.16051103,-32.82174698,-19.11449098,8.21308,4.58905,1,56
-107.5,45,1237.5698,-0.163605,2.904309776,19.82209933,3,104.8045899,-61.72976698,258.3588083,261.551155,49.56947144,-25.54094762,-39.87003066,-21.5913858,8.14919,4.52565,2,56.16666667
-109,45,1396.9327,-0.083282,2.272039361,17.05431889,5,70.95977,-31.48021979,146.3864186,150.0114437,49.29099663,-21.95690138,-38.11496875,-20.62243766,8.09453,4.47009,3,56.45454545
131,45,257.02045,0.140518889,0.500972242,26.23571467,1,71.71336,-20.39945556,318.559294,5594.069476,32.65162073,116.4186179,-20.67306001,-10.40496933,7.97697,4.34856,3,56.8
33.5,45,65.211334,0.015417333,4.582887797,28.76047933,6,118.9319688,-141.082952,606.1035351,1735.969027,34.39011614,128.1711936,-26.2946417,-16.32951887,8.21289,4.58914,1,57.63863529
-91.5,45,336.18866,0.09177,0.182276782,22.86555589,5,187.2725241,-25.9438097,1363.346301,1426.165502,43.18904063,92.69745429,-30.06678937,-14.01377345,8.27374,4.64994,1,58
-101.5,45,669.62665,-0.093519,1.898322761,13.80283411,3,164.9681567,-106.1215348,695.3181643,729.8000783,47.11841296,47.42700499,-28.03287475,-14.58979259,8.21917,4.59788,1,58
-106.5,45,1130.7307,-0.19151,3.193304113,21.25329822,3,114.5918159,138.6918833,335.5004481,338.5532404,47.93737933,0.4407195,-37.42210014,-21.21152996,8.1702,4.54728,2,59
-110,45,2478.313,-0.042761333,1.517767751,15.90097011,8,88.87112948,77.3169912,82.58241065,86.67192202,46.83768576,-48.39361987,-34.24842281,-17.69801569,8.04031,4.41524,3,59.08333333
34.5,45,119.54782,0.036133167,4.723904572,27.54711878,5,118.8672891,3.179255444,682.3475028,1762.222969,35.28384859,117.4811646,-26.52048905,-16.62656313,8.21345,4.58985,1,59.86177143
-106,45,1128.5638,-0.19094,3.125286982,23.08618478,3,120.4972995,196.8404245,374.3569121,377.3621286,47.13465642,9.065070642,-36.59043921,-20.71247723,8.17591,4.55328,2,60
35.5,45,20.877577,0.039226667,4.828920181,27.24535256,5,118.3994772,54.8703843,722.3284368,1792.359123,35.84156734,72.65800065,-26.83894594,-17.1975035,8.20317,4.57971,1,60.06375556
33,45,10.33789,0.005210489,4.508869918,29.02217822,5,153.32306,-95.03594752,568.125253,1724.355306,33.91271681,126.7805262,-26.13359159,-16.31573451,8.20903,4.58522,1,60.08146667
38.5,45,17.426046,-0.038437,4.426734948,32.82523856,5,111.9757627,-169.5873502,528.1044778,1904.064965,37.45014963,56.560157,-30.40975927,-19.05941228,8.18459,4.56097,1,60.4
-113,45,1866.3894,-0.037557333,0.067430979,11.58840133,3,54.84581,-48.1554302,158.4308491,193.6335211,38.87178815,-64.96401038,-30.05390931,-14.97430485,7.92895,4.30285,3,60.5
28,45,57.660183,-0.019214222,2.669800446,28.21504111,13,113.7527802,85.2211075,207.4126787,1667.926204,33.16005439,110.283319,-26.17155105,-14.09305953,8.11125,4.48651,2,61
46.5,45,-20.652847,-0.00971805,6.047961989,31.69915644,1,122.5408141,-85.60795531,336.2538441,2322.616242,28.89515102,85.76230489,-30.77838077,-17.78056992,8.24003,4.61588,1,61.11407333
27.5,45,15.987586,-0.021472333,2.478477479,27.73687378,3,112.7736756,-24.89993968,178.0165749,1642.694149,33.22054365,89.05610518,-26.14112675,-13.93592568,8.09952,4.47476,2,62
-104,45,984.04126,-0.149476667,2.247663773,24.60169144,3,143.2198309,-92.49565928,530.6854031,533.5791862,46.06539564,30.34992892,-32.33379596,-16.53116291,8.17174,4.54989,2,62.57142857
16,45,227.12814,-0.032278,1.43207794,38.55388667,5,72.25271259,-92.85743541,247.8875087,893.2385179,31.85222788,110.118723,-23.51726918,-13.37419033,7.99094,4.37101,3,63
-121,45,698.61273,0.11579,-0.025141336,16.573088,2,63.55854,-6.652814462,52.22468986,712.3795719,35.41890656,57.20226768,-26.0449817,-13.56505231,8.01239,4.38719,3,63.16666667
10.5,45,50.21729,-0.041155,1.311087118,23.491926,1,64.74738876,9.944006893,250.4125592,637.9248887,29.08380798,58.68570549,-21.83933109,-12.51160175,8.10389,4.4839,3,64
32.5,45,-21.525898,-0.002962683,4.419497609,28.61620478,9999,118.7175605,-32.24540542,530.2724586,1713.77882,33.46814033,119.852744,-25.97241957,-16.29394649,8.20342,4.57956,1,64.11928571
0,45,104.96797,-0.044414,1.559717252,18.202423,6,121.2773795,-6.066767293,570.3175026,775.2209111,29.1673398,93.27731154,-21.17302489,-11.07829725,8.06323,4.44381,2,65
-107,45,1185.9456,-0.181923333,3.078112024,20.27663289,3,61.84983,11.80109547,296.8090884,299.922651,48.82263438,-12.7355738,-38.65614471,-21.36654159,8.16041,4.53718,2,65.5
-121.5,45,718.9415,0.112915,0.026771801,17.41131689,3,64.5733056,12.39084568,14.42265444,674.2675878,34.90840976,54.22642053,-25.66164647,-13.49336214,8.0282,4.40312,3,65.69230769
39.5,45,65.20547,-0.050245333,4.056236324,28.16832022,5,109.0589788,-13.3017037,462.9274702,1947.707248,38.10495585,74.64947213,-31.73505647,-19.07985457,8.17249,4.54857,1,65.993995
44,45,141.05879,-0.028230111,4.288289218,29.44196322,5,108.7094284,-64.83485143,284.2577806,2176.647019,27.25510473,67.14915704,-34.91289014,-20.40854358,8.15745,4.53364,1,66.78506
43,45,235.37723,-0.034561222,3.695915362,26.00401589,5,56.70226,-37.00889767,299.7260985,2121.667102,27.26236664,68.33852804,-35.79593264,-20.40426265,8.15343,4.52949,1,66.9944
-66.5,45,37.54452,0.15723,1.510265668,24.23082356,8,123.7562083,105.766431,2935.465419,1762.222969,38.6136643,129.6446192,-19.0425942,-14.72357948,8.07185,4.45127,2,67
-102.5,45,769.47675,-0.11834,2.102793251,20.39615978,3,157.5453248,-9.81838184,627.3600673,651.2475683,46.82438612,52.03578856,-29.8943419,-15.59508493,8.19073,4.56928,1,67
36,45,42.205177,0.029968444,4.838451725,29.46470656,5,117.8522243,16.92526244,704.7928316,1808.822319,36.05336302,48.42797112,-27.11543207,-17.45779967,8.19835,4.57495,1,67.9375
106.5,45,1246.2234,-0.0702095,0.402328659,17.20407211,3,73.21232347,-20.54609885,416.3244948,6119.31395,39.21970277,-71.89929064,-35.69670967,-18.37741159,8.00162,4.38031,3,68
-118,45,1333.7218,0.131283333,-0.021869193,12.51456822,2,72.78405457,109.8843663,214.3526045,580.6153291,34.37944446,4.492730492,-26.46351086,-13.46480365,7.95692,4.33082,3,68.06315789
-102,45,719.37103,-0.106716667,2.028925487,17.215762,3,161.3488359,77.0771534,660.9836189,690.5164974,47.02514854,50.45117342,-28.55030038,-15.00572777,8.20451,4.58315,1,68.33333333
42.5,45,242.61568,-0.037199,3.458326971,23.359551,5,102.8726214,14.15484398,312.9437741,2094.988826,28.64645248,72.73679062,-36.13681274,-20.2393235,8.15739,4.53337,1,68.6804
-100.5,45,556.5386,-0.064935,1.476947991,14.12108467,3,170.7684812,32.29685537,755.3863679,808.3973434,46.93794476,69.61302199,-30.69073689,-14.87596223,8.25069,4.62947,1,69
118,45,898.74304,-0.071979667,0.420153034,26.87733644,5,65.81804788,89.8546071,227.3110412,6424.128157,41.15558597,9.767222097,-31.99506652,-16.53077911,8.03278,4.40923,3,69.2
18,45,130.26584,-0.032278,1.366016057,36.6927165,3,77.06590761,-152.4761955,215.4009858,1011.747652,30.89953675,118.9509426,-23.10612629,-11.70296711,7.88205,4.26185,4,69.5
17,45,209.21234,-0.032278,1.433986602,39.6265225,3,86.25307,-154.6704407,218.9759661,951.4188511,31.4253971,105.8298422,-23.33564852,-12.64393972,7.93809,4.318,3,70.5
17.5,45,211.04057,-0.032278,1.403542331,39.150643,3,75.99127435,-178.8467766,213.7308192,981.3397375,31.1633823,110.5914879,-23.21418914,-12.13537181,7.91088,4.29073,4,71
43.5,45,197.71495,-0.031820333,3.975943866,27.90010656,5,106.4152327,-115.2803065,289.8776952,2148.893619,28.64089842,66.10241945,-35.42371164,-20.59012955,8.15405,4.53018,1,71.96513333
40.5,45,136.7877,-0.050710833,3.680403936,21.09905489,5,106.659659,-7.8528782,403.2446088,1994.207594,38.68579904,68.3817922,-32.77225156,-19.05120937,8.169,4.54489,1,71.97385
40.5,45,136.7877,-0.050710833,3.680403936,21.09905489,5,106.659659,-7.8528782,403.2446088,1994.207594,38.68579904,68.3817922,-32.77225156,-20.95431955,8.169,4.54489,1,71.97385
40.5,45,136.7877,-0.050710833,3.680403936,21.09905489,5,106.659659,-7.8528782,403.2446088,1994.207594,38.68579904,68.3817922,-35.78269252,-19.05120937,8.169,4.54489,1,71.97385
40.5,45,136.7877,-0.050710833,3.680403936,21.09905489,5,106.659659,-7.8528782,403.2446088,1994.207594,38.68579904,68.3817922,-35.78269252,-20.95431955,8.169,4.54489,1,71.97385
40.5,45,136.7877,-0.050710833,3.680403936,21.09905489,5,106.659659,-7.8528782,403.2446088,1994.207594,28.43478103,68.3817922,-32.77225156,-19.05120937,8.169,4.54489,1,71.97385
40.5,45,136.7877,-0.050710833,3.680403936,21.09905489,5,106.659659,-7.8528782,403.2446088,1994.207594,28.43478103,68.3817922,-32.77225156,-20.95431955,8.169,4.54489,1,71.97385
40.5,45,136.7877,-0.050710833,3.680403936,21.09905489,5,106.659659,-7.8528782,403.2446088,1994.207594,28.43478103,68.3817922,-35.78269252,-19.05120937,8.169,4.54489,1,71.97385
40.5,45,136.7877,-0.050710833,3.680403936,21.09905489,5,106.659659,-7.8528782,403.2446088,1994.207594,28.43478103,68.3817922,-35.78269252,-20.95431955,8.169,4.54489,1,71.97385
40.5,45,136.7877,-0.050710833,2.955197766,21.09905489,5,106.659659,-7.8528782,403.2446088,1994.207594,38.68579904,68.3817922,-32.77225156,-19.05120937,8.169,4.54489,1,71.97385
40.5,45,136.7877,-0.050710833,2.955197766,21.09905489,5,106.659659,-7.8528782,403.2446088,1994.207594,38.68579904,68.3817922,-32.77225156,-20.95431955,8.169,4.54489,1,71.97385
40.5,45,136.7877,-0.050710833,2.955197766,21.09905489,5,106.659659,-7.8528782,403.2446088,1994.207594,38.68579904,68.3817922,-35.78269252,-19.05120937,8.169,4.54489,1,71.97385
40.5,45,136.7877,-0.050710833,2.955197766,21.09905489,5,106.659659,-7.8528782,403.2446088,1994.207594,38.68579904,68.3817922,-35.78269252,-20.95431955,8.169,4.54489,1,71.97385
40.5,45,136.7877,-0.050710833,2.955197766,21.09905489,5,106.659659,-7.8528782,403.2446088,1994.207594,28.43478103,68.3817922,-32.77225156,-19.05120937,8.169,4.54489,1,71.97385
40.5,45,136.7877,-0.050710833,2.955197766,21.09905489,5,106.659659,-7.8528782,403.2446088,1994.207594,28.43478103,68.3817922,-32.77225156,-20.95431955,8.169,4.54489,1,71.97385
40.5,45,136.7877,-0.050710833,2.955197766,21.09905489,5,106.659659,-7.8528782,403.2446088,1994.207594,28.43478103,68.3817922,-35.78269252,-19.05120937,8.169,4.54489,1,71.97385
40.5,45,136.7877,-0.050710833,2.955197766,21.09905489,5,106.659659,-7.8528782,403.2446088,1994.207594,28.43478103,68.3817922,-35.78269252,-20.95431955,8.169,4.54489,1,71.97385
56.5,45,105.23958,-0.01416195,4.477566433,30.83926489,5,131.4224116,-51.24187186,1023.240588,2992.284734,28.57424968,60.19864214,-31.07420038,-17.23039151,8.16824,4.54433,1,72
-67,45,78.6257,0.15905,1.334758063,23.53427022,9,116.75992,238.9500269,2929.739085,1776.817725,38.64761734,113.7979706,-19.0425942,-14.35906562,8.0774,4.4566,2,72
-103.5,45,906.8189,-0.13878,2.16619146,24.16393156,3,148.4701949,-20.27202906,562.7587013,572.7725854,46.27132326,44.14505912,-31.51509999,-16.07533467,8.17382,4.55213,2,72.5
-103,45,834.24054,-0.12871,2.13578986,21.25829844,3,179.97332,-53.07088673,594.5694597,611.9977423,46.55131039,47.92752782,-30.76476286,-15.84136185,8.17972,4.55817,2,74
-122.5,45,542.2293,0.10923,0.483578665,18.96648211,2,61.69895377,79.6909481,33.35852407,598.3055619,32.89625802,66.07672246,-23.8680418,-12.79883869,8.04526,4.42025,3,75.34866667
124.5,45,134.82927,-0.00042276,0.761842315,29.04831644,1,66.32642662,2.208050871,148.8440685,5993.348021,34.76242593,106.1253449,-23.8839645,-12.07777203,8.11241,4.48777,2,75.95
-101,45,607.70215,-0.079028667,1.705051658,12.86760411,3,192.13432,18.62305495,728.5072381,769.0946905,47.08595254,55.84011987,-29.31769418,-14.72376428,8.23525,4.61402,1,76
6.5,45,2193.029,-0.050693,1.68207067,19.06172367,6,68.72270648,-22.34201309,472.2905412,578.9892645,26.92738576,-21.09017744,-20.32987304,-12.66810565,8.01807,4.39543,3,77.38888889
18.5,45,87.73182,-0.032278,1.323882726,32.76525667,3,78.1962918,-12.41647818,223.8316563,1042.598761,30.65886302,111.2637362,-23.01983961,-11.34635975,7.85462,4.23433,4,78.66666667
-119.5,45,1127.0369,0.124835,0.040305556,12.21511844,2,70.48270368,-59.33838678,163.8398502,698.3721678,35.71163141,22.84844839,-26.11502264,-13.27593956,7.9747,4.34907,3,79
-119.5,45,1127.0369,0.124835,0.040305556,12.21511844,2,70.48270368,-59.33838678,163.8398502,698.3721678,35.71163141,22.84844839,-26.11502264,-14.14417146,7.9747,4.34907,3,79
